,customer_id,gender,DateOfBirth,State,Contact,Segment,claim_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,flag
802,56229221,Female,1993-07-03,DE,436-376-2349,Silver,62312763,Natural causes,2017-05-15,Auto,No,Material only,1520.0,1,No,1
803,63788489,Male,1971-05-01,SC,549-471-1638,Platinum,52747205,Driver error,2017-08-11,Auto,No,Material only,1880.0,1,No,1
804,49187749,Male,1984-02-03,FL,748-417-3164,Gold,7838178,Other causes,2017-10-10,Auto,No,Material and injury,16680.0,1,No,1
805,58144290,Male,1979-01-08,TX,893-725-3847,Gold,10442615,Other causes,2018-07-07,Auto,No,Material only,1250.0,1,No,1
806,21330507,Male,1962-03-13,TX,871-328-3185,Platinum,38981782,Other causes,2018-01-20,Home,No,Material only,12467.68,1,No,1
807,21066098,Female,1962-08-16,LA,356-637-2735,Platinum,97484739,Crime,2017-01-27,Auto,No,Material only,2955.5,1,Yes,1
808,46673661,Male,1997-10-28,MI,123-942-4267,Platinum,72837991,Other causes,2018-10-03,Home,No,Material only,1320.0,2,No,1
809,48477164,Female,1976-10-20,NV,572-493-8516,Silver,88815908,Driver error,2017-09-07,Home,Unknown,Material and injury,48150.5,4,Yes,0
810,42351519,Female,1979-07-03,GA,237-467-4729,Gold,68826444,Other causes,2017-04-25,Auto,No,Material only,2800.0,2,No,1
811,25879245,Male,1982-06-11,WA,154-126-4286,Gold,18702553,Other causes,2017-07-01,Auto,No,Material only,1300.0,1,No,1
812,86301193,Female,1980-12-23,LA,951-543-3542,Platinum,83092374,Driver error,2017-08-24,Home,No,Material and injury,25093.0,1,Yes,1
813,12996134,Female,1971-06-28,AL,925-723-2589,Platinum,45401148,Natural causes,2017-07-22,Home,Unknown,Material only,2680.0,1,No,0
814,44003496,Male,1962-12-30,CO,156-853-4153,Gold,80621398,Crime,2018-08-30,Auto,No,Material only,1400.0,1,No,1
815,89737711,Male,1991-03-30,WA,641-148-4597,Platinum,35373452,Other causes,2018-03-28,Auto,Unknown,Material only,2800.0,1,No,0
816,32560779,Female,1960-11-18,KS,715-238-2678,Gold,74625948,Other causes,2017-09-14,Auto,No,Material only,12467.68,2,No,1
817,8039037,Female,1986-10-16,OH,714-274-5137,Gold,42553935,Other causes,2017-06-04,Auto,No,Material only,1210.0,1,No,1
818,68723599,Male,1965-11-14,OR,264-348-3762,Silver,46925508,Other driver error,2017-07-01,Auto,No,Material only,1380.0,1,Yes,1
819,46129941,Female,1999-03-16,WV,943-157-4137,Silver,42530425,Crime,2017-10-17,Auto,No,Material only,3277.5,8,Yes,1
820,58098499,Female,1988-05-27,MN,756-876-1238,Silver,39745422,Other causes,2017-11-27,Auto,No,Injury only,27580.0,1,No,1
821,12377926,Male,1999-11-11,MS,735-517-7849,Silver,32299664,Driver error,2018-03-28,Home,Yes,Injury only,14480.0,1,No,1
822,20444103,Male,1980-01-17,KY,354-473-1357,Gold,27069739,Crime,2018-08-16,Auto,Unknown,Material only,1330.0,5,No,0
823,89456307,Male,1996-08-03,ID,135-341-8196,Platinum,89389379,Natural causes,2017-10-04,Auto,No,Material only,2500.0,1,No,1
824,15166995,Female,1977-03-26,NC,129-568-9713,Gold,95618668,Other causes,2018-01-13,Auto,No,Material and injury,20690.0,1,No,1
825,38384757,Female,1997-02-09,KS,259-327-3729,Platinum,30888574,Other causes,2018-07-07,Auto,Unknown,Material only,1880.0,2,No,0
826,74219574,Female,1967-10-28,NE,579-316-6573,Silver,98881244,Other driver error,2017-03-02,Auto,No,Material only,2700.0,1,No,1
827,3967610,Female,1963-09-02,KS,947-413-6812,Platinum,12086981,Other driver error,2017-02-10,Auto,Unknown,Material and injury,26610.0,1,No,0
828,441097,Male,1971-08-19,CA,187-348-8375,Gold,89833962,Other causes,2018-03-21,Auto,Yes,Material and injury,37040.0,1,No,1
829,86992868,Male,1987-09-28,MS,826-714-7823,Silver,74884043,Driver error,2018-08-03,Auto,No,Material only,2500.0,2,No,1
830,78277006,Female,1992-02-29,WI,146-531-2189,Platinum,60980916,Other causes,2017-07-15,Auto,Yes,Material and injury,25750.0,1,No,1
831,83499843,Male,1988-12-03,ME,276-859-1849,Silver,85222695,Driver error,2017-12-17,Auto,No,Material and injury,18135.5,1,Yes,1
832,71585789,Male,1970-10-10,WV,156-568-1835,Platinum,73426298,Driver error,2017-05-09,Home,Unknown,Material and injury,18963.5,1,Yes,0
833,6342530,Female,1974-04-05,MO,852-547-4379,Silver,42449662,Other driver error,2018-10-23,Home,No,Material only,2940.0,1,No,1
834,72081129,Male,1973-04-19,SC,124-584-4261,Gold,87951152,Crime,2018-10-23,Auto,No,Material only,1730.0,3,No,1
835,2413612,Female,1962-06-24,MO,354-589-7983,Gold,39338816,Other causes,2017-11-20,Home,No,Material only,12467.68,1,No,1
836,263204,Male,1972-12-20,TX,173-892-6314,Silver,40953049,Other causes,2018-04-04,Auto,No,Material and injury,39192.0,1,Yes,1
837,8733543,Male,1993-08-29,IA,413-394-4173,Gold,70338835,Natural causes,2017-03-16,Auto,No,Material only,2300.0,1,No,1
838,14792193,Female,1962-01-15,HI,587-954-9637,Gold,70820592,Other driver error,2018-06-10,Auto,Unknown,Material and injury,36440.0,1,No,0
839,80581271,Male,1967-05-15,WI,179-763-7395,Platinum,92734593,Driver error,2017-05-02,Auto,No,Material only,1184.5,1,Yes,1
840,18426154,Male,1960-06-07,NJ,879-485-1945,Gold,58440592,Other causes,2017-01-07,Auto,Yes,Material and injury,21590.0,1,No,1
841,85689455,Female,1981-12-20,RI,285-326-1834,Gold,69374918,Other driver error,2017-04-18,Auto,No,Material only,1600.0,1,No,1
842,64270813,Female,1996-03-13,WY,643-297-4563,Silver,52976799,Other driver error,2017-08-24,Auto,Unknown,Material only,1748.0,1,Yes,0
843,51547112,Female,1966-01-09,CO,572-697-6125,Silver,49234916,Driver error,2017-07-28,Auto,No,Material only,2460.0,3,No,1
844,48609526,Male,1970-07-29,MN,493-794-4563,Platinum,14015336,Driver error,2017-04-05,Auto,No,Injury only,29530.0,1,No,1
845,49759488,Male,1966-05-27,CT,173-198-2416,Silver,94060921,Driver error,2018-02-09,Auto,Unknown,Material only,1667.5,1,Yes,0
846,56075921,Female,1969-07-05,FL,148-396-5961,Platinum,27638017,Other driver error,2018-02-22,Auto,No,Material only,1587.0,4,Yes,1
847,76916649,Female,1992-05-10,SC,854-921-6417,Silver,27133312,Other driver error,2017-06-25,Home,No,Material only,2550.0,4,No,1
848,47565478,Female,1961-01-28,ND,786-685-8236,Silver,2893823,Natural causes,2017-05-09,Auto,No,Material only,2702.5,1,Yes,1
849,18282409,Female,1973-09-29,AK,326-215-7361,Gold,94983900,Driver error,2017-08-11,Auto,No,Injury only,31020.0,2,No,1
850,8715802,Female,1968-08-27,VT,573-719-2548,Silver,41574371,Natural causes,2017-05-29,Auto,Yes,Material only,2010.0,1,No,1
851,42708350,Male,1995-04-29,MT,472-942-8126,Silver,33062200,Driver error,2017-06-18,Auto,No,Material only,2150.0,1,No,1
852,39405635,Male,1975-03-19,ID,216-347-2435,Gold,58366436,Other causes,2017-05-09,Auto,Unknown,Material and injury,45540.0,1,Yes,0
853,48038858,Female,1989-06-11,NY,374-852-9148,Silver,76730919,Other causes,2017-03-02,Auto,Unknown,Material only,1759.5,2,Yes,0
854,15880215,Male,1989-04-29,WI,349-735-4516,Platinum,33341864,Other driver error,2017-05-29,Auto,Yes,Injury only,34200.0,1,No,1
855,13088377,Female,1991-11-09,WY,794-928-4196,Platinum,60127984,Other causes,2017-10-10,Auto,Unknown,Material and injury,22270.0,4,No,0
856,88870543,Female,1997-12-11,WV,591-659-9652,Platinum,43930771,Other driver error,2018-03-01,Auto,Yes,Material only,1300.0,3,No,1
857,9339845,Male,1969-07-31,MO,976-293-9743,Gold,61586929,Driver error,2018-10-23,Auto,No,Material only,12467.68,1,No,1
858,13926634,Male,1982-07-08,FL,653-896-2719,Platinum,14102754,Other causes,2018-10-03,Auto,No,Material only,2610.5,3,Yes,1
859,18307355,Male,1968-11-09,ID,879-542-1978,Platinum,44965194,Other causes,2018-02-15,Auto,Yes,Material and injury,34210.0,1,No,1
860,50436220,Male,1980-08-05,NJ,748-715-9783,Gold,14547597,Other driver error,2018-02-02,Auto,Unknown,Material and injury,34530.0,1,No,0
861,66353946,Female,1979-11-20,KS,512-457-6923,Gold,78381090,Other driver error,2018-01-20,Auto,Unknown,Material and injury,26890.0,1,No,0
862,39881716,Female,1979-01-27,CT,764-685-8523,Silver,15294101,Other driver error,2018-01-26,Auto,Unknown,Injury only,28040.0,2,No,0
863,28239393,Male,1978-08-19,AL,569-268-4785,Platinum,68295218,Other driver error,2018-10-23,Auto,No,Material only,1230.0,4,No,1
864,5237129,Male,1999-03-21,WY,392-746-4561,Platinum,99688746,Driver error,2018-06-17,Auto,Unknown,Injury only,19750.0,5,No,0
865,19521118,Female,1970-12-21,SD,967-765-9625,Silver,60574108,Crime,2017-10-17,Auto,No,Material only,1380.0,1,No,1
866,14892213,Female,1987-08-29,WV,413-256-8476,Gold,1897779,Other driver error,2017-01-21,Auto,No,Material only,2010.0,5,No,1
867,53442249,Male,1981-05-23,VA,971-473-5832,Silver,41282358,Other causes,2017-02-23,Auto,No,Material only,1495.0,1,Yes,1
868,45971331,Male,1994-08-28,AK,936-389-8497,Platinum,11175466,Natural causes,2018-01-20,Auto,Unknown,Injury only,32730.0,1,No,0
869,79889146,Male,1975-05-21,MT,193-219-1842,Silver,12295612,Natural causes,2018-04-24,Auto,No,Material only,2587.5,3,Yes,1
870,21774335,Male,1977-02-07,OK,127-839-1746,Gold,64295975,Natural causes,2018-09-06,Auto,No,Material only,12467.68,1,No,1
871,66284489,Female,1995-04-10,OH,967-136-5829,Gold,51489109,Other driver error,2017-03-09,Auto,No,Material only,1630.0,4,No,1
872,72488905,Female,1980-03-10,NM,275-826-8236,Platinum,29515311,Other causes,2017-11-06,Auto,Unknown,Injury only,26300.0,1,No,0
873,93910149,Male,1996-08-10,HI,574-165-9841,Silver,60583331,Crime,2018-05-21,Auto,No,Material only,1960.0,1,No,1
874,77116501,Female,1968-04-04,AR,915-934-5617,Platinum,32759962,Other driver error,2017-09-27,Auto,Unknown,Injury only,20490.0,7,No,0
875,95822358,Female,1976-12-17,MD,851-432-1692,Silver,68432724,Other driver error,2018-02-22,Auto,Unknown,Injury only,16479.5,1,Yes,0
876,54699348,Female,1975-08-30,NY,321-312-5267,Silver,56479721,Natural causes,2017-11-27,Home,Unknown,Material only,1980.0,3,No,0
877,96496046,Female,1960-04-01,VA,965-645-9821,Platinum,15618827,Driver error,2018-02-15,Auto,No,Injury only,12467.68,1,No,1
878,73869005,Female,1964-07-01,WV,695-428-9762,Gold,39893971,Other driver error,2017-08-18,Auto,No,Material only,2100.0,3,No,1
879,83827717,Female,1988-01-24,NY,578-732-1238,Platinum,31031965,Natural causes,2017-09-27,Auto,Unknown,Material only,2290.0,1,No,0
880,55401227,Male,1991-08-18,MA,143-594-1839,Gold,73781214,Natural causes,2017-10-31,Auto,Unknown,Material only,1190.0,1,No,0
881,80295008,Female,1983-09-15,NY,542-369-9823,Platinum,73470467,Other causes,2018-01-20,Auto,Unknown,Injury only,21600.0,1,No,0
882,28820055,Female,1987-12-05,RI,612-458-8546,Gold,75509840,Other causes,2017-10-04,Auto,No,Material only,1260.0,1,No,1
883,93455439,Female,1972-02-20,MA,423-423-9561,Gold,94747735,Natural causes,2018-04-24,Home,No,Material only,2219.5,1,Yes,1
884,19478893,Male,1968-03-01,GA,981-142-3251,Gold,37998905,Natural causes,2017-01-14,Auto,No,Material only,1910.0,1,No,1
885,45419022,Female,1993-12-01,NY,127-875-1924,Gold,27093779,Other causes,2018-05-07,Auto,Unknown,Material only,1690.0,3,No,0
886,49583926,Female,1990-08-02,MD,853-612-6958,Gold,72563310,Other causes,2017-04-25,Auto,Unknown,Material and injury,15750.0,1,No,0
887,72296323,Male,1960-11-06,PA,287-152-8153,Platinum,3877364,Driver error,2018-07-07,Home,Unknown,Material only,2110.0,1,No,0
888,10149231,Female,1992-03-22,FL,291-942-3485,Platinum,77526829,Other causes,2018-04-24,Auto,Unknown,Material and injury,34780.0,3,No,0
889,93009704,Male,1998-07-16,ID,264-681-4759,Platinum,50804841,Driver error,2018-10-03,Auto,Unknown,Material only,1900.0,5,No,0
890,60987956,Male,1982-04-26,MN,531-564-3296,Platinum,93323222,Other driver error,2017-05-22,Auto,No,Injury only,36500.0,1,No,1
891,68709394,Female,1966-09-23,ID,461-259-2635,Silver,56764164,Other driver error,2017-01-14,Auto,No,Material and injury,36860.0,4,No,1
892,27878628,Female,1960-08-08,ND,538-689-6358,Platinum,60095092,Crime,2018-04-17,Auto,No,Material only,2277.0,1,Yes,1
893,90085898,Female,1965-02-26,AK,789-783-8149,Platinum,4607758,Natural causes,2018-10-03,Auto,No,Material only,3116.5,1,Yes,1
894,56098966,Female,1967-03-23,ME,456-658-1623,Gold,11581354,Driver error,2018-02-09,Auto,No,Material only,2360.0,3,No,1
895,69317965,Male,1979-06-08,VT,265-749-8245,Platinum,8299275,Driver error,2017-06-11,Auto,No,Material and injury,30340.0,1,No,1
896,81968615,Male,1979-06-23,MT,397-495-7834,Gold,77574216,Natural causes,2017-07-15,Auto,No,Material and injury,23420.0,1,No,1
897,83223514,Male,1997-06-28,SC,528-138-3187,Gold,84713547,Other driver error,2018-05-14,Auto,Yes,Injury only,30400.0,1,No,1
898,78341228,Male,1986-11-26,SD,475-573-2957,Gold,4812972,Natural causes,2018-09-12,Auto,Unknown,Material only,2090.0,1,No,0
899,41462913,Female,1961-10-24,WI,825-927-2861,Gold,34508507,Other driver error,2017-02-17,Auto,Unknown,Material and injury,29740.0,1,No,0
900,80905889,Male,1962-12-13,UT,398-297-3568,Gold,11448070,Other driver error,2017-05-02,Auto,No,Material only,1680.0,1,No,1
901,93822307,Male,1987-11-15,NE,534-856-2654,Platinum,88944238,Natural causes,2017-12-30,Auto,No,Material only,2940.0,1,No,1
902,4889449,Male,1994-12-29,MT,574-832-2793,Platinum,92066571,Other driver error,2017-03-09,Auto,No,Material only,1207.5,1,Yes,1
903,98199694,Female,1978-04-04,GA,562-319-1874,Platinum,18265792,Driver error,2017-04-05,Auto,No,Material and injury,22540.0,1,No,1
904,50460892,Male,1961-05-06,ME,657-645-1346,Gold,57389964,Other driver error,2018-02-15,Auto,No,Injury only,31740.0,2,No,1
905,42664554,Female,1993-08-13,TN,396-973-2531,Gold,42280334,Other causes,2017-01-01,Auto,No,Injury only,27670.0,1,No,1
906,94943525,Male,1992-09-12,AR,612-362-1354,Gold,81995072,Driver error,2018-08-30,Auto,No,Material and injury,44470.5,2,Yes,1
907,45434540,Male,1993-09-16,AK,942-916-1537,Silver,24456983,Natural causes,2018-01-13,Auto,No,Material only,2000.0,1,No,1
908,88544496,Female,1975-05-16,VT,872-963-2459,Gold,64240245,Other causes,2018-03-21,Auto,Yes,Material only,2810.0,3,No,1
909,36544565,Female,1987-05-17,WV,973-438-4792,Platinum,95800760,Other driver error,2018-05-21,Auto,Unknown,Material and injury,27330.0,3,No,0
910,90234480,Male,1964-12-18,VA,517-291-4237,Platinum,1627727,Other causes,2017-06-11,Auto,No,Material only,2670.0,1,No,1
911,40801256,Male,1986-08-13,NH,486-258-3256,Gold,25730111,Driver error,2017-02-23,Auto,Yes,Material and injury,26250.0,1,No,1
912,67052896,Female,1966-07-08,SD,328-159-3275,Silver,70350962,Driver error,2018-04-17,Auto,Unknown,Material and injury,14690.0,1,No,0
913,15323667,Female,1973-05-10,SD,489-326-8267,Silver,13820212,Driver error,2018-10-09,Auto,Unknown,Injury only,15270.0,4,No,0
914,67070056,Male,1994-11-22,WV,825-189-8961,Platinum,86202352,Other causes,2017-02-03,Auto,No,Material only,2770.0,1,No,1
915,20607084,Female,1968-04-23,GA,986-435-7468,Silver,60062359,Other driver error,2018-01-13,Auto,No,Injury only,37400.0,1,No,1
916,86886743,Female,1966-10-06,NV,823-732-3156,Platinum,84492004,Other causes,2017-06-04,Home,No,Injury only,12467.68,1,No,1
917,52995625,Female,1997-09-03,OK,129-598-3652,Gold,87291535,Other causes,2017-04-05,Auto,No,Material only,2310.0,1,No,1
918,63137507,Male,1990-10-11,CO,347-689-5786,Platinum,1342627,Driver error,2017-10-10,Auto,No,Material only,3323.5,1,Yes,1
919,56250763,Female,1967-01-02,RI,983-156-3481,Platinum,23693541,Other causes,2017-04-12,Auto,No,Material only,1570.0,1,No,1
920,35593972,Male,1979-12-09,TN,854-195-3892,Gold,84040371,Other causes,2018-02-09,Home,No,Material only,1530.0,1,No,1
921,86820732,Female,1966-04-25,MA,952-123-3526,Gold,16259239,Natural causes,2017-08-24,Auto,Unknown,Material only,1090.0,1,No,0
922,45113346,Female,1969-04-22,UT,146-429-5398,Silver,91473446,Other causes,2017-04-18,Home,Unknown,Material only,1750.0,1,No,0
923,54668401,Female,1960-10-10,NY,247-219-5483,Platinum,39454053,Natural causes,2018-01-20,Auto,No,Material only,2140.0,1,No,1
924,80002521,Male,1977-08-19,NH,178-723-8945,Platinum,66931197,Natural causes,2017-05-15,Auto,No,Material only,12467.68,3,No,1
925,14664886,Male,1989-01-31,VA,396-428-6874,Silver,15719219,Other causes,2017-08-24,Auto,No,Material only,2730.0,1,No,1
926,29903212,Male,1989-12-16,DE,279-918-3268,Platinum,7136079,Driver error,2018-06-17,Auto,No,Material only,2668.0,2,Yes,1
927,95628948,Male,1960-09-22,AR,647-458-1294,Platinum,61933109,Driver error,2018-07-14,Auto,Yes,Injury only,21160.0,1,No,1
928,39497409,Female,1990-10-04,UT,976-537-8734,Silver,54131824,Other driver error,2018-03-01,Auto,Unknown,Injury only,32867.0,3,Yes,0
929,77006226,Female,1998-02-13,TX,641-295-5498,Platinum,21146312,Driver error,2018-02-15,Auto,No,Material only,2930.0,1,No,1
930,23252820,Female,1969-10-11,SC,674-215-4376,Silver,48945235,Other causes,2017-10-04,Auto,Unknown,Material only,2560.0,1,No,0
931,96116969,Female,1982-11-14,AR,748-514-3246,Platinum,28439096,Natural causes,2018-01-20,Auto,No,Material only,2420.0,1,No,1
932,46076664,Male,1960-08-02,PA,148-648-3179,Platinum,33479837,Driver error,2018-06-17,Auto,Unknown,Material only,1690.0,1,No,0
933,91322083,Female,1983-04-28,CO,425-138-4538,Gold,93697901,Other causes,2017-05-15,Auto,Unknown,Material and injury,17370.0,3,No,0
934,34414080,Female,1974-07-08,SC,645-754-1947,Silver,56728149,Other causes,2018-10-16,Auto,No,Injury only,13090.0,1,No,1
935,87607433,Male,1996-05-31,LA,856-489-8236,Gold,10494374,Driver error,2018-01-20,Auto,Yes,Material and injury,33620.0,1,No,1
936,99892000,Male,1995-06-08,OR,395-246-6172,Gold,22960702,Driver error,2017-11-13,Auto,No,Material only,2415.0,2,Yes,1
937,74633480,Male,1966-06-22,MI,598-245-7941,Gold,7299594,Other causes,2017-12-30,Auto,Yes,Material only,2790.0,3,No,1
938,16859101,Female,1961-06-30,NJ,639-138-8341,Silver,57309481,Other driver error,2017-04-18,Auto,Unknown,Material only,1970.0,5,No,0
939,92362143,Male,1986-02-13,ID,793-679-4175,Gold,43076500,Other driver error,2017-04-25,Auto,No,Material only,1200.0,1,No,1
940,41291823,Male,1987-01-08,OR,982-936-8792,Gold,80228119,Other driver error,2017-12-24,Auto,No,Material and injury,12467.68,1,No,1
941,46710738,Male,1977-04-28,MO,962-834-9361,Gold,74761374,Driver error,2018-10-30,Auto,No,Material only,1830.0,1,No,1
942,47415706,Female,1961-08-08,DE,179-574-5837,Gold,77192370,Other driver error,2017-08-04,Auto,Unknown,Material and injury,18457.5,1,Yes,0
943,83944124,Male,1984-10-19,NM,984-483-1653,Gold,85699790,Crime,2017-10-24,Auto,Unknown,Material only,12467.68,1,No,0
944,58198965,Female,1990-07-20,WV,752-392-1925,Platinum,3258377,Other driver error,2017-12-17,Auto,Yes,Material and injury,30670.0,1,No,1
945,80503762,Male,1996-09-25,UT,892-124-9765,Silver,72439038,Other causes,2017-02-10,Auto,No,Material only,2380.5,1,Yes,1
946,15214936,Male,1963-03-06,OR,295-845-1275,Silver,65407446,Driver error,2017-11-13,Auto,No,Material and injury,40135.0,2,Yes,1
947,81970531,Female,1965-02-01,MI,513-368-1948,Platinum,34485325,Driver error,2017-10-31,Auto,Unknown,Material and injury,29200.0,1,No,0
948,12826843,Female,1989-08-16,WI,924-524-2158,Platinum,834460,Crime,2017-10-24,Home,Unknown,Material only,1340.0,1,No,0
949,20643817,Female,1970-05-15,OK,542-287-9413,Gold,8586230,Natural causes,2017-10-17,Auto,No,Material only,1800.0,1,No,1
950,38369440,Female,1991-08-05,NJ,742-182-2491,Silver,3159125,Natural causes,2018-05-01,Auto,No,Material only,2780.0,1,No,1
951,69427973,Female,1977-04-10,NC,875-685-4195,Platinum,93334054,Other causes,2017-03-22,Auto,Unknown,Material and injury,12467.68,1,No,0
952,3497881,Male,1975-06-12,MD,873-612-3918,Gold,67873056,Driver error,2017-11-27,Auto,No,Material and injury,42021.0,1,Yes,1
953,46678650,Male,1963-08-10,GA,527-735-4351,Gold,4337976,Other driver error,2017-07-01,Auto,No,Material only,2200.0,3,No,1
954,17664425,Male,1993-07-13,IL,961-243-4972,Gold,69599342,Driver error,2017-01-21,Auto,No,Material only,2196.5,5,Yes,1
955,41128407,Male,1966-07-09,SD,812-324-7932,Silver,85590604,Other causes,2017-01-07,Auto,No,Injury only,36670.0,2,No,1
956,75884493,Female,1969-07-27,VT,196-435-7259,Gold,3110549,Other driver error,2018-09-06,Auto,Yes,Material and injury,35310.0,6,No,1
957,22580068,Female,1961-04-08,NM,645-965-3267,Silver,71846514,Other driver error,2018-05-28,Auto,Unknown,Material only,3151.0,1,Yes,0
958,49170442,Male,1985-12-22,HI,821-347-4893,Silver,90284502,Other causes,2018-05-07,Auto,No,Material and injury,42872.0,1,Yes,1
959,76962128,Female,1993-07-16,MD,295-234-8213,Platinum,6099788,Natural causes,2018-04-10,Auto,No,Material only,2420.0,1,No,1
960,72991636,Female,1989-11-24,DE,258-596-5932,Silver,43244704,Natural causes,2017-07-28,Auto,Yes,Material and injury,32750.0,4,No,1
961,24053072,Male,1989-02-05,ND,573-549-3541,Silver,45780412,Natural causes,2017-10-10,Auto,No,Material only,2490.0,1,No,1
962,68458649,Female,1979-01-19,NC,264-287-3795,Platinum,13883455,Natural causes,2017-08-31,Auto,No,Material only,1960.0,5,No,1
963,98401399,Female,1968-10-07,IA,219-593-1674,Silver,35136402,Natural causes,2018-09-06,Auto,Unknown,Injury only,24900.0,1,No,0
964,8310837,Male,1986-06-13,IA,498-387-9816,Silver,73875239,Other driver error,2017-01-07,Auto,Yes,Injury only,35280.0,2,No,1
965,99170243,Male,1993-08-03,OH,534-435-2968,Platinum,1249826,Other driver error,2017-01-21,Auto,No,Material only,2260.0,1,No,1
966,33314915,Female,1991-10-21,LA,581-835-6243,Platinum,15818104,Other driver error,2018-03-28,Auto,No,Material only,1610.0,1,Yes,1
967,58693933,Male,1977-12-21,MS,892-871-4967,Platinum,55042907,Driver error,2017-05-09,Auto,No,Material only,2070.0,1,Yes,1
968,65898442,Female,1968-09-25,MO,197-948-5692,Platinum,22670081,Natural causes,2017-09-27,Auto,No,Material only,2990.0,1,No,1
969,40303052,Male,1986-04-22,OH,756-974-6729,Gold,24713082,Driver error,2018-06-30,Home,Yes,Injury only,22440.0,1,No,1
970,94030912,Female,1995-02-06,NC,358-672-8271,Gold,40182876,Other causes,2018-07-07,Auto,Yes,Material only,3093.5,1,Yes,1
971,76282379,Female,1988-10-26,OH,293-325-8742,Platinum,92237733,Other causes,2018-10-16,Auto,Unknown,Material and injury,22850.0,1,No,0
972,62528525,Male,1980-10-06,LA,964-932-9364,Platinum,89085163,Natural causes,2017-09-07,Auto,No,Material only,12467.68,1,No,1
973,69526996,Female,1999-01-09,ND,372-583-6278,Silver,67252475,Crime,2017-07-28,Auto,No,Material only,1740.0,2,No,1
974,88566888,Male,1985-08-15,LA,982-362-7125,Silver,46452514,Crime,2018-10-09,Auto,No,Material only,2430.0,3,No,1
975,30015627,Male,1969-09-11,SC,254-523-1634,Silver,66301062,Natural causes,2018-09-12,Auto,Yes,Material only,2208.0,4,Yes,1
976,70088729,Male,1962-12-06,WI,453-475-2863,Silver,30422665,Driver error,2017-01-07,Home,No,Material only,1552.5,1,Yes,1
977,53042145,Female,1964-10-04,TN,139-746-7128,Platinum,9261301,Other causes,2018-10-23,Auto,Unknown,Material only,2553.0,4,Yes,0
978,12499211,Female,1968-12-15,MA,851-792-1325,Gold,49457139,Other causes,2018-08-16,Auto,No,Material only,3139.5,1,Yes,1
979,3915010,Male,1987-05-30,VA,832-789-5916,Platinum,79750669,Other causes,2018-10-16,Auto,Unknown,Material and injury,19820.0,1,No,0
980,23094322,Female,1993-01-08,RI,138-136-4367,Gold,7944120,Other causes,2018-08-10,Home,Yes,Material and injury,35800.0,1,No,1
981,95863439,Male,1983-02-20,CT,465-372-5829,Gold,519194,Natural causes,2017-03-29,Home,Unknown,Material only,2510.0,1,No,0
982,72212627,Male,1985-09-09,SD,693-927-5932,Silver,76136365,Crime,2017-03-02,Auto,No,Injury only,14250.0,1,No,1
983,49164086,Male,1962-07-09,OR,691-483-5398,Gold,75321090,Other driver error,2017-04-25,Auto,No,Material only,3093.5,4,Yes,1
984,44050095,Male,1977-06-04,DE,314-298-9257,Platinum,17396013,Driver error,2017-03-22,Auto,Unknown,Material and injury,20458.5,1,Yes,0
985,10198314,Female,1980-11-10,WI,176-861-1936,Platinum,50022306,Other causes,2018-05-01,Auto,Unknown,Injury only,28658.0,1,Yes,0
986,84861652,Male,1978-06-04,NY,241-947-3176,Gold,60050677,Natural causes,2018-06-03,Auto,No,Material only,1290.0,1,No,1
987,88489646,Female,1971-05-17,WA,278-241-1657,Gold,88309120,Other driver error,2017-10-17,Auto,No,Material only,2360.0,1,No,1
988,89364843,Male,1969-01-05,SD,837-432-3471,Gold,12015495,Other causes,2017-09-27,Auto,No,Material only,12467.68,1,No,1
989,29459103,Female,1986-05-05,MS,413-741-7425,Silver,78685929,Natural causes,2017-07-01,Auto,No,Injury only,12467.68,1,Yes,1
990,86164274,Male,1962-12-28,SC,843-361-2796,Platinum,16402994,Other causes,2018-09-26,Home,Unknown,Material and injury,15760.0,1,No,0
991,41858669,Female,1969-04-23,WY,694-974-1367,Silver,55314900,Driver error,2018-07-14,Auto,No,Material only,1610.0,2,No,1
992,9113953,Female,1973-07-14,IL,123-748-9215,Silver,58070797,Other causes,2018-04-10,Home,No,Material only,2090.0,1,No,1
993,6984936,Female,1992-04-21,NM,546-428-8532,Platinum,83283000,Driver error,2018-06-10,Auto,Yes,Material and injury,25210.0,3,No,1
994,37686146,Male,1972-01-08,OK,974-576-2485,Silver,26832,Other causes,2018-07-07,Auto,No,Material only,1510.0,1,No,1
995,86088574,Female,1972-02-15,OH,317-643-4523,Gold,704775,Driver error,2017-09-20,Auto,No,Injury only,40951.5,1,Yes,1
996,73685982,Female,1998-03-12,WV,943-981-6734,Platinum,16221546,Other driver error,2017-05-02,Home,No,Material only,1470.0,1,No,1
997,63279444,Male,1990-10-14,NY,812-481-7352,Gold,94799556,Other causes,2017-10-04,Home,No,Material only,1587.0,4,Yes,1
998,84080228,Male,1969-11-10,NV,652-429-1295,Silver,92320208,Natural causes,2017-04-12,Auto,Yes,Material and injury,23483.0,4,Yes,1
999,99723844,Female,1966-06-19,HI,457-752-1374,Gold,35453672,Natural causes,2018-01-06,Auto,Yes,Material and injury,14360.0,1,No,1
1000,885337,Male,1962-02-17,HI,321-534-5263,Platinum,86240106,Driver error,2017-07-01,Auto,No,Material only,2490.0,2,No,1
